seqnames_dar,start_dar,end_dar,width_dar,strand_dar,cell_type_dar,logFC_dar,distance,seqnames_degs,start_deg,end_deg,width_deg,strand_deg,cell_type_deg,gene_name,gene_biotype,DAR_deg_overlap,log2FC_deg
chr1,159923567,159924067,501,*,CD4+_T_Cells,0.137064689,4960,chr1,159916107,159918606,2500,*,CD4+_T_Cells,TAGLN2,protein_coding,FALSE,0.018379193
chr1,46348022,46348522,501,*,CD4+_T_Cells,0.25875679,43891,chr1,46301631,46304130,2500,*,CD4+_T_Cells,UQCRH,protein_coding,FALSE,0.059753914
chr11,3785126,3785626,501,*,CD4+_T_Cells,0.216921296,39351,chr11,3824978,3827477,2500,*,CD4+_T_Cells,RHOG,protein_coding,FALSE,0.070569739
chr19,39406641,39407141,501,*,CD4+_T_Cells,-0.115792999,0,chr19,39404813,39407312,2500,*,CD4+_T_Cells,ZFP36,protein_coding,FALSE,0.11287055
chr2,134668759,134669259,501,*,CD4+_T_Cells,0.292558394,246975,chr2,134916235,134918734,2500,*,CD4+_T_Cells,CCNT2,protein_coding,FALSE,-0.104899556
chr1,149885528,149886028,501,*,CD4+_T_Cells,-0.206238206,0,chr1,149884975,149887474,2500,*,CD4+_T_Cells,HIST2H2AC,protein_coding,FALSE,0.001516653
chr9,101570076,101570576,501,*,CD4+_T_Cells,0.197845615,1590397,chr9,99977179,99979678,2500,*,CD4+_T_Cells,ERP44,protein_coding,FALSE,-0.071129907
chr19,16325131,16325631,501,*,CD4+_T_Cells,-0.21829178,0,chr19,16322817,16325316,2500,*,CD4+_T_Cells,KLF2,protein_coding,FALSE,-0.107998564
chr14,75281371,75281871,501,*,CD4+_T_Cells,-0.210021505,2097,chr14,75276774,75279273,2500,*,CD4+_T_Cells,FOS,protein_coding,FALSE,-0.291321615
chr20,59166020,59166520,501,*,CD4+_T_Cells,0.217961174,42139,chr20,59121381,59123880,2500,*,CD4+_T_Cells,ZNF831,protein_coding,FALSE,-0.016170087
chrX,1657458,1657958,501,*,CD4+_T_Cells,-0.202532885,65365,chrX,1589593,1592092,2500,*,CD4+_T_Cells,AKAP17A,protein_coding,FALSE,-0.020292063
chr1,144412437,144412937,501,*,CD4+_T_Cells,-0.121400539,6448,chr1,144419386,144421885,2500,*,CD4+_T_Cells,NBPF15,protein_coding,FALSE,-0.095986017
chr1,44721437,44721937,501,*,CD4+_T_Cells,-0.136845206,76287,chr1,44798225,44800724,2500,*,CD4+_T_Cells,PLK3,protein_coding,FALSE,-0.003978729
chr19,12793955,12794455,501,*,CD4+_T_Cells,-0.150876497,364,chr19,12794820,12797319,2500,*,CD4+_T_Cells,PRDX2,protein_coding,FALSE,0.019049079
chr1,153544936,153545436,501,*,CD4+_T_Cells,0.155702918,823,chr1,153541613,153544112,2500,*,CD4+_T_Cells,S100A4,protein_coding,FALSE,0.146986991
chr5,34007852,34008352,501,*,CD4+_T_Cells,0.14437497,905023,chr5,34913376,34915875,2500,*,CD4+_T_Cells,BRIX1,protein_coding,FALSE,0.021998219
chr6,158653482,158653982,501,*,CD4+_T_Cells,0.09342032,2968,chr6,158648014,158650513,2500,*,CD4+_T_Cells,SYTL3,protein_coding,FALSE,-0.033852175
chr5,131209311,131209811,501,*,CD4+_T_Cells,0.172918774,33681,chr5,131243493,131245992,2500,*,CD4+_T_Cells,CDC42SE2,protein_coding,FALSE,0.095609937
chr5,149345178,149345678,501,*,CD4+_T_Cells,-0.179132745,144518,chr5,149490197,149492696,2500,*,CD4+_T_Cells,CSNK1A1,protein_coding,FALSE,-0.0108226
chr2,195536140,195536640,501,*,CD4+_T_Cells,-0.199630366,594925,chr2,196131566,196134065,2500,*,CD4+_T_Cells,STK17B,protein_coding,FALSE,-0.057522543
chr21,31354535,31355035,501,*,CD4+_T_Cells,-0.124150171,235619,chr21,31116416,31118915,2500,*,CD4+_T_Cells,TIAM1,protein_coding,FALSE,-0.073457085
chr12,66302215,66302715,501,*,CD4+_T_Cells,-0.127709286,0,chr12,66300545,66303044,2500,*,CD4+_T_Cells,HELB,protein_coding,FALSE,-0.117687782
chr17,74852311,74852811,501,*,CD4+_T_Cells,-0.157238544,103198,chr17,74746613,74749112,2500,*,CD4+_T_Cells,SLC9A3R1,protein_coding,FALSE,-0.058828399
chr16,85055328,85055828,501,*,CD4+_T_Cells,-0.160541948,354850,chr16,84697978,84700477,2500,*,CD4+_T_Cells,USP10,protein_coding,FALSE,0.051351374
chr16,88686311,88686811,501,*,CD4+_T_Cells,-0.177091578,7683,chr16,88694495,88696994,2500,*,CD4+_T_Cells,RNF166,protein_coding,FALSE,0.092562937
chr16,667763,668263,501,*,CD4+_T_Cells,-0.15891056,0,chr16,666086,668585,2500,*,CD4+_T_Cells,RHOT2,protein_coding,FALSE,-0.042540062
chr17,64348026,64348526,501,*,CD4+_T_Cells,0.175644019,149089,chr17,64497616,64500115,2500,*,CD4+_T_Cells,DDX5,protein_coding,FALSE,-0.121860356
chr4,3302355,3302855,501,*,CD4+_T_Cells,0.152924537,201520,chr4,3504376,3506875,2500,*,CD4+_T_Cells,LRPAP1,protein_coding,FALSE,0.034736071
chr1,11909441,11909941,501,*,CD4+_T_Cells,-0.144238851,7649,chr1,11917591,11920090,2500,*,CD4+_T_Cells,KIAA2013,protein_coding,FALSE,0.022086118
chr5,111512357,111512857,501,*,CD4+_T_Cells,-0.112187262,288204,chr5,111221653,111224152,2500,*,CD4+_T_Cells,CAMK4,protein_coding,FALSE,-0.040499203
chr6,126339808,126340308,501,*,CD4+_T_Cells,-0.198993213,558147,chr6,125779161,125781660,2500,*,CD4+_T_Cells,NCOA7,protein_coding,FALSE,0.028622665
chr17,81662942,81663442,501,*,CD4+_T_Cells,0.316088441,0,chr17,81663036,81665535,2500,*,CD4+_T_Cells,OXLD1,protein_coding,FALSE,0.01818213
chr3,10242304,10242804,501,*,CD4+_T_Cells,0.163593205,48326,chr3,10291131,10293630,2500,*,CD4+_T_Cells,SEC13,protein_coding,FALSE,0.013929296
chr1,93029246,93029746,501,*,CD4+_T_Cells,0.214816975,47488,chr1,93077235,93079734,2500,*,CD4+_T_Cells,MTF2,protein_coding,FALSE,-0.060751667
chr5,133170610,133171110,501,*,CD4+_T_Cells,0.179669797,118148,chr5,133049962,133052461,2500,*,CD4+_T_Cells,HSPA4,protein_coding,FALSE,-0.010171049
chr2,190407267,190407767,501,*,CD4+_T_Cells,0.160603513,471059,chr2,190878827,190881326,2500,*,CD4+_T_Cells,GLS,protein_coding,FALSE,-0.228890955
chr12,8949231,8949731,501,*,CD4+_T_Cells,-0.186086562,0,chr12,8948044,8950543,2500,*,CD4+_T_Cells,KLRG1,protein_coding,FALSE,-0.065404216
chr1,223363884,223364384,501,*,CD4+_T_Cells,0.218540973,335208,chr1,223699593,223702092,2500,*,CD4+_T_Cells,CAPN2,protein_coding,FALSE,0.129974192
chr13,99356251,99356751,501,*,CD4+_T_Cells,0.137054,61221,chr13,99292530,99295029,2500,*,CD4+_T_Cells,GPR183,protein_coding,FALSE,-0.049813452
chr1,35538896,35539396,501,*,CD4+_T_Cells,0.236894981,58147,chr1,35597544,35600043,2500,*,CD4+_T_Cells,PSMB2,protein_coding,FALSE,0.016141895
chr2,7059189,7059689,501,*,CD4+_T_Cells,0.230644994,141297,chr2,6915392,6917891,2500,*,CD4+_T_Cells,RNF144A,protein_coding,FALSE,-0.090481931
chr3,46948269,46948769,501,*,CD4+_T_Cells,-0.209945944,26043,chr3,46919726,46922225,2500,*,CD4+_T_Cells,CCDC12,protein_coding,FALSE,-0.126476945
chr16,68275610,68276110,501,*,CD4+_T_Cells,0.211814051,10594,chr16,68262516,68265015,2500,*,CD4+_T_Cells,SLC7A6,protein_coding,FALSE,-0.002065632
chr4,186191332,186191832,501,*,CD4+_T_Cells,-0.130115917,0,chr4,186189520,186192019,2500,*,CD4+_T_Cells,CYP4V2,protein_coding,FALSE,-0.054147412
chr11,62551733,62552233,501,*,CD4+_T_Cells,0.109548476,5367,chr11,62557601,62560100,2500,*,CD4+_T_Cells,EEF1G,protein_coding,FALSE,0.076628988
chr7,107560893,107561393,501,*,CD4+_T_Cells,0.256041841,180303,chr7,107741697,107744196,2500,*,CD4+_T_Cells,CBLL1,protein_coding,FALSE,0.065560889
chr11,128345290,128345790,501,*,CD4+_T_Cells,0.216949034,110970,chr11,128456761,128459260,2500,*,CD4+_T_Cells,ETS1,protein_coding,FALSE,0.150878758
chr6,26056222,26056722,501,*,CD4+_T_Cells,-0.12991947,0,chr6,26053787,26056286,2500,*,CD4+_T_Cells,HIST1H1C,protein_coding,FALSE,0.199707824
chr19,12789872,12790372,501,*,CD4+_T_Cells,-0.112209392,0,chr19,12789496,12791995,2500,*,CD4+_T_Cells,JUNB,protein_coding,FALSE,0.164320852
chr11,128840032,128840532,501,*,CD4+_T_Cells,0.232612551,152997,chr11,128684535,128687034,2500,*,CD4+_T_Cells,FLI1,protein_coding,FALSE,0.052254799
chr17,66191970,66192470,501,*,CD4+_T_Cells,0.167778867,108165,chr17,66300636,66303135,2500,*,CD4+_T_Cells,PRKCA,protein_coding,FALSE,-0.05268211
chr13,74287739,74288239,501,*,CD4+_T_Cells,0.139292299,55782,chr13,74229457,74231956,2500,*,CD4+_T_Cells,LINC00402,lincRNA,FALSE,0.158444044
chr17,43360316,43360816,501,*,CD4+_T_Cells,-0.112004004,189335,chr17,43168481,43170980,2500,*,CD4+_T_Cells,NBR1,protein_coding,FALSE,-0.004024438
chr10,33248506,33249006,501,*,CD4+_T_Cells,0.226985127,347687,chr10,32898319,32900818,2500,*,CD4+_T_Cells,ITGB1,protein_coding,FALSE,0.078647858
chr19,40826638,40827138,501,*,CD4+_T_Cells,0.200255514,27142,chr19,40796996,40799495,2500,*,CD4+_T_Cells,EGLN2,protein_coding,FALSE,0.057724824
chr5,157253044,157253544,501,*,CD4+_T_Cells,-0.127237123,10534,chr5,157264079,157266578,2500,*,CD4+_T_Cells,CYFIP2,protein_coding,FALSE,-0.011924627
chr19,13155798,13156298,501,*,CD4+_T_Cells,-0.207330466,4883,chr19,13148415,13150914,2500,*,CD4+_T_Cells,IER2,protein_coding,TRUE,-0.51355709
chr11,62841376,62841876,501,*,CD4+_T_Cells,-0.079189642,8111,chr11,62849988,62852487,2500,*,CD4+_T_Cells,SNHG1,processed_transcript,FALSE,-0.048722683
chr6,26033451,26033951,501,*,CD4+_T_Cells,-0.149022501,19835,chr6,26053787,26056286,2500,*,CD4+_T_Cells,HIST1H1C,protein_coding,FALSE,0.199707824
chr8,125433984,125434484,501,*,CD4+_T_Cells,0.22563327,485823,chr8,125920308,125922807,2500,*,CD4+_T_Cells,LINC00861,lincRNA,FALSE,0.038789297
chr17,79997020,79997520,501,*,CD4+_T_Cells,0.118763811,135693,chr17,80133214,80135713,2500,*,CD4+_T_Cells,EIF4A3,protein_coding,FALSE,-0.089386014
chr6,27146728,27147228,501,*,CD4+_T_Cells,-0.099729935,13186,chr6,27131042,27133541,2500,*,CD4+_T_Cells,HIST1H2AG,protein_coding,FALSE,-0.131349404
chr10,132158717,132159217,501,*,CD4+_T_Cells,-0.239184305,191762,chr10,131964455,131966954,2500,*,CD4+_T_Cells,BNIP3,protein_coding,FALSE,0.018029998
chr6,35332181,35332681,501,*,CD4+_T_Cells,0.15445412,33829,chr6,35295852,35298351,2500,*,CD4+_T_Cells,DEF6,protein_coding,FALSE,-0.056006649
chr11,13940501,13941001,501,*,CD4+_T_Cells,0.243372111,334924,chr11,14275926,14278425,2500,*,CD4+_T_Cells,RRAS2,protein_coding,FALSE,-0.070971087
chr1,144551427,144551927,501,*,CD4+_T_Cells,-0.196415479,129541,chr1,144419386,144421885,2500,*,CD4+_T_Cells,NBPF15,protein_coding,FALSE,-0.022338722
chr2,32165522,32166022,501,*,CD4+_T_Cells,-0.113573872,109887,chr2,32275910,32278409,2500,*,CD4+_T_Cells,YIPF4,protein_coding,FALSE,-0.082886695
chr19,50329532,50330032,501,*,CD4+_T_Cells,-0.169873866,0,chr19,50327653,50330152,2500,*,CD4+_T_Cells,NR1H2,protein_coding,FALSE,0.004505666
chr1,149886562,149887062,501,*,CD4+_T_Cells,-0.075279348,0,chr1,149884975,149887474,2500,*,CD4+_T_Cells,HIST2H2AC,protein_coding,FALSE,0.001516653
chr2,43219871,43220371,501,*,CD4+_T_Cells,-0.127324653,30,chr2,43220402,43222901,2500,*,CD4+_T_Cells,ZFP36L2,protein_coding,FALSE,0.282136696
chr21,42464119,42464619,501,*,CD4+_T_Cells,-0.222711071,60172,chr21,42401447,42403946,2500,*,CD4+_T_Cells,UBASH3A,protein_coding,FALSE,-0.003426295
chr9,136403484,136403984,501,*,CD4+_T_Cells,0.177504767,43504,chr9,136357480,136359979,2500,*,CD4+_T_Cells,DNLZ,protein_coding,FALSE,2.88679e-4
chr6,27890602,27891102,501,*,CD4+_T_Cells,-0.126307791,228692,chr6,28119795,28122294,2500,*,CD4+_T_Cells,ZSCAN16-AS1,antisense,FALSE,0.007067222
chr18,32470676,32471176,501,*,CD4+_T_Cells,-0.153181191,378321,chr18,32089855,32092354,2500,*,CD4+_T_Cells,RNF138,protein_coding,FALSE,0.054720526
chr15,64430249,64430749,501,*,CD4+_T_Cells,0.179604903,27992,chr15,64458742,64461241,2500,*,CD4+_T_Cells,ZNF609,protein_coding,FALSE,-0.044644541
chr6,138455279,138455779,501,*,CD4+_T_Cells,-0.186003697,51248,chr6,138401531,138404030,2500,*,CD4+_T_Cells,HEBP2,protein_coding,FALSE,-0.050272072
chr1,113930412,113930912,501,*,CD4+_T_Cells,0.174904654,720,chr1,113927192,113929691,2500,*,CD4+_T_Cells,HIPK1,protein_coding,FALSE,0.001743311
chr6,159098664,159099164,501,*,CD4+_T_Cells,0.157844592,63696,chr6,159032468,159034967,2500,*,CD4+_T_Cells,TAGAP,protein_coding,FALSE,0.01062339
chr12,46214973,46215473,501,*,CD4+_T_Cells,0.117223632,31410,chr12,46181063,46183562,2500,*,CD4+_T_Cells,SLC38A1,protein_coding,FALSE,0.01506219
chr13,79480987,79481487,501,*,CD4+_T_Cells,-0.15162917,168663,chr13,79309824,79312323,2500,*,CD4+_T_Cells,RBM26,protein_coding,FALSE,-0.011064068
chr20,59159330,59159830,501,*,CD4+_T_Cells,0.14819723,35449,chr20,59121381,59123880,2500,*,CD4+_T_Cells,ZNF831,protein_coding,FALSE,-0.016170087
chr17,1764195,1764695,501,*,CD4+_T_Cells,-0.179922092,63006,chr17,1827702,1830201,2500,*,CD4+_T_Cells,RPA1,protein_coding,FALSE,0.084368747
chr12,1122756,1123256,501,*,CD4+_T_Cells,0.239179197,369663,chr12,750593,753092,2500,*,CD4+_T_Cells,WNK1,protein_coding,FALSE,-0.04767426
chr7,127856742,127857242,501,*,CD4+_T_Cells,0.209307077,204062,chr7,127650180,127652679,2500,*,CD4+_T_Cells,SND1,protein_coding,FALSE,-0.062530223
chr6,13487446,13487946,501,*,CD4+_T_Cells,-0.187503892,125380,chr6,13613327,13615826,2500,*,CD4+_T_Cells,NOL7,protein_coding,FALSE,-0.031187602
chr17,82321149,82321649,501,*,CD4+_T_Cells,0.247728695,5781,chr17,82312868,82315367,2500,*,CD4+_T_Cells,CD7,protein_coding,FALSE,0.054113291
chr1,149888315,149888815,501,*,CD4+_T_Cells,-0.1733378,840,chr1,149884975,149887474,2500,*,CD4+_T_Cells,HIST2H2AC,protein_coding,FALSE,-0.0663464
chr2,224927878,224928378,501,*,CD4+_T_Cells,0.190121262,162288,chr2,224763090,224765589,2500,*,CD4+_T_Cells,DOCK10,protein_coding,FALSE,-0.102103056
chr1,115099255,115099755,501,*,CD4+_T_Cells,0.104626525,381842,chr1,114714913,114717412,2500,*,CD4+_T_Cells,CSDE1,protein_coding,FALSE,0.067859388
chr1,1250837,1251337,501,*,CD4+_T_Cells,0.24891916,571,chr1,1251909,1254408,2500,*,CD4+_T_Cells,UBE2J2,protein_coding,FALSE,0.088447311
chr8,144078315,144078815,501,*,CD4+_T_Cells,-0.16486897,1774,chr8,144080590,144083089,2500,*,CD4+_T_Cells,GPAA1,protein_coding,FALSE,0.092062864
chr1,24924996,24925496,501,*,CD4+_T_Cells,0.151469912,24985,chr1,24897511,24900010,2500,*,CD4+_T_Cells,RUNX3,protein_coding,FALSE,0.041750358
chr12,69329851,69330351,501,*,CD4+_T_Cells,0.205671066,27351,chr12,69357703,69360202,2500,*,CD4+_T_Cells,YEATS4,protein_coding,FALSE,0.019728294
chr3,32460100,32460600,501,*,CD4+_T_Cells,0.114675799,18711,chr3,32479312,32481811,2500,*,CD4+_T_Cells,CMTM6,protein_coding,FALSE,0.028694135
chr14,61342411,61342911,501,*,CD4+_T_Cells,0.135974848,154352,chr14,61185559,61188058,2500,*,CD4+_T_Cells,PRKCH,protein_coding,FALSE,0.060352889
chr1,46718962,46719462,501,*,CD4+_T_Cells,0.101654429,43303,chr1,46673159,46675658,2500,*,CD4+_T_Cells,EFCAB14,protein_coding,FALSE,0.023697513
chr7,73005641,73006141,501,*,CD4+_T_Cells,-0.10973032,125776,chr7,72877365,72879864,2500,*,CD4+_T_Cells,POM121,protein_coding,FALSE,0.001314411
chr13,73715426,73715926,501,*,CD4+_T_Cells,-0.170371462,28837,chr13,73684089,73686588,2500,*,CD4+_T_Cells,KLF12,protein_coding,FALSE,-0.046495291
chr15,28095884,28096384,501,*,CD4+_T_Cells,-0.180479323,12655,chr15,28109040,28111539,2500,*,CD4+_T_Cells,HERC2,protein_coding,FALSE,-0.085662187
chr18,9091122,9091622,501,*,CD4+_T_Cells,-0.113641546,9007,chr18,9100630,9103129,2500,*,CD4+_T_Cells,NDUFV2,protein_coding,FALSE,-0.059063312
chr12,10982274,10982774,501,*,CD4+_T_Cells,0.190956521,186447,chr12,11169222,11171721,2500,*,CD4+_T_Cells,SMIM10L1,protein_coding,FALSE,-0.024066218
chr21,45886253,45886753,501,*,CD4+_T_Cells,0.210166311,209343,chr21,46096097,46098596,2500,*,CD4+_T_Cells,COL6A2,protein_coding,FALSE,-0.164293371
chr1,204453042,204453542,501,*,CD4+_T_Cells,0.204904142,60836,chr1,204514379,204516878,2500,*,CD4+_T_Cells,MDM4,protein_coding,FALSE,-0.00148945
chr6,2891757,2892257,501,*,CD4+_T_Cells,0.203143612,3991,chr6,2885266,2887765,2500,*,CD4+_T_Cells,SERPINB9,protein_coding,FALSE,0.052743876
chr11,34650513,34651013,501,*,CD4+_T_Cells,0.140283089,211088,chr11,34436925,34439424,2500,*,CD4+_T_Cells,CAT,protein_coding,FALSE,0.057727131
chr12,52645368,52645868,501,*,CD4+_T_Cells,0.153544604,358289,chr12,53004158,53006657,2500,*,CD4+_T_Cells,EIF4B,protein_coding,FALSE,0.08193166
chr22,37696667,37697167,501,*,CD4+_T_Cells,-0.166438068,14494,chr22,37679673,37682172,2500,*,CD4+_T_Cells,NOL12,protein_coding,FALSE,0.004784721
chr1,234724227,234724727,501,*,CD4+_T_Cells,0.107550583,119458,chr1,234602269,234604768,2500,*,CD4+_T_Cells,IRF2BP2,protein_coding,FALSE,0.061855486
chr11,128324601,128325101,501,*,CD4+_T_Cells,0.112846593,131659,chr11,128456761,128459260,2500,*,CD4+_T_Cells,ETS1,protein_coding,FALSE,0.150878758
chr6,26199166,26199666,501,*,CD4+_T_Cells,-0.10122245,1826,chr6,26194840,26197339,2500,*,CD4+_T_Cells,HIST1H3D,protein_coding,FALSE,-0.034393293
chr6,26156095,26156595,501,*,CD4+_T_Cells,-0.128023235,0,chr6,26154354,26156853,2500,*,CD4+_T_Cells,HIST1H1E,protein_coding,FALSE,0.028000292
chr16,56262113,56262613,501,*,CD4+_T_Cells,0.155324974,96838,chr16,56359452,56361951,2500,*,CD4+_T_Cells,AMFR,protein_coding,FALSE,0.001774931
chr22,50620896,50621396,501,*,CD4+_T_Cells,0.162608092,0,chr22,50620754,50623253,2500,*,CD4+_T_Cells,ARSA,protein_coding,FALSE,-0.022801458
chr14,75280839,75281339,501,*,CD4+_T_Cells,-0.168800254,1565,chr14,75276774,75279273,2500,*,CD4+_T_Cells,FOS,protein_coding,FALSE,-0.291321615
chr9,129413540,129414040,501,*,CD4+_T_Cells,0.132193964,192843,chr9,129606884,129609383,2500,*,CD4+_T_Cells,NTMT1,protein_coding,FALSE,0.003695663
chr17,59837547,59838047,501,*,CD4+_T_Cells,-0.100151752,129855,chr17,59705192,59707691,2500,*,CD4+_T_Cells,VMP1,protein_coding,FALSE,-0.047755311
chr17,75589017,75589517,501,*,CD4+_T_Cells,0.129790953,63437,chr17,75523080,75525579,2500,*,CD4+_T_Cells,LLGL2,protein_coding,FALSE,-0.088284585
chr9,126719537,126720037,501,*,CD4+_T_Cells,0.156922876,994028,chr9,127714066,127716565,2500,*,CD4+_T_Cells,TTC16,protein_coding,FALSE,-0.010039484
chr1,221713041,221713541,501,*,CD4+_T_Cells,0.214573147,11117,chr1,221699424,221701923,2500,*,CD4+_T_Cells,DUSP10,protein_coding,FALSE,-0.147893204
chr1,146376792,146377292,501,*,CD4+_T_Cells,-0.102813919,383857,chr1,145990435,145992934,2500,*,CD4+_T_Cells,TXNIP,protein_coding,FALSE,0.222761056
chr15,81324062,81324562,501,*,CD4+_T_Cells,-0.088588603,163987,chr15,81157575,81160074,2500,*,CD4+_T_Cells,IL16,protein_coding,FALSE,0.14507237
chrX,3743698,3744198,501,*,CD4+_T_Cells,-0.189819463,138828,chrX,3602370,3604869,2500,*,CD4+_T_Cells,PRKX,protein_coding,FALSE,-0.139004206
chr8,65955620,65956120,501,*,CD4+_T_Cells,0.223082039,237610,chr8,65715510,65718009,2500,*,CD4+_T_Cells,PDE7A,protein_coding,FALSE,-0.035986114
chr2,43595868,43596368,501,*,CD4+_T_Cells,-0.1025005,288139,chr2,43884508,43887007,2500,*,CD4+_T_Cells,LRPPRC,protein_coding,FALSE,0.004395973
chr1,1629661,1630161,501,*,CD4+_T_Cells,0.19247559,3065,chr1,1633227,1635726,2500,*,CD4+_T_Cells,CDK11B,protein_coding,FALSE,-0.008720396
chr3,186108986,186109486,501,*,CD4+_T_Cells,-0.124289119,192580,chr3,185913906,185916405,2500,*,CD4+_T_Cells,TRA2B,protein_coding,FALSE,-0.012853701
chr3,50611532,50612032,501,*,CD4+_T_Cells,-0.097527762,0,chr3,50609520,50612019,2500,*,CD4+_T_Cells,MAPKAPK3,protein_coding,FALSE,-0.001181296
chr11,62555377,62555877,501,*,CD4+_T_Cells,0.128554476,1723,chr11,62557601,62560100,2500,*,CD4+_T_Cells,EEF1G,protein_coding,FALSE,0.076628988
chr19,873198,873698,501,*,CD4+_T_Cells,0.179767609,5068,chr19,865630,868129,2500,*,CD4+_T_Cells,MED16,protein_coding,FALSE,-0.027474359
chr11,73995141,73995641,501,*,CD4+_T_Cells,0.169051571,19974,chr11,73972667,73975166,2500,*,CD4+_T_Cells,UCP2,protein_coding,FALSE,0.096041301
chr6,149494867,149495367,501,*,CD4+_T_Cells,0.153774418,7365,chr6,149502733,149505232,2500,*,CD4+_T_Cells,PPIL4,protein_coding,FALSE,-0.003787442
chr12,52585947,52586447,501,*,CD4+_T_Cells,0.140833023,417710,chr12,53004158,53006657,2500,*,CD4+_T_Cells,EIF4B,protein_coding,FALSE,0.08193166
chr6,44925330,44925830,501,*,CD4+_T_Cells,0.201204913,115513,chr6,44807317,44809816,2500,*,CD4+_T_Cells,SUPT3H,protein_coding,FALSE,0.022077574
chr1,1724171,1724671,501,*,CD4+_T_Cells,0.140836323,20941,chr1,1700730,1703229,2500,*,CD4+_T_Cells,CDK11A,protein_coding,FALSE,-0.07279317
chr2,242031708,242032208,501,*,CD4+_T_Cells,0.192923694,344123,chr2,241685085,241687584,2500,*,CD4+_T_Cells,ING5,protein_coding,FALSE,0.037958292
chr1,44730643,44731143,501,*,CD4+_T_Cells,-0.104238371,67081,chr1,44798225,44800724,2500,*,CD4+_T_Cells,PLK3,protein_coding,FALSE,-0.003978729
chr1,165598052,165598552,501,*,CD4+_T_Cells,-0.110290408,30308,chr1,165628861,165631360,2500,*,CD4+_T_Cells,MGST3,protein_coding,FALSE,-0.068175795
chr20,36930559,36931059,501,*,CD4+_T_Cells,0.193758713,38235,chr20,36889824,36892323,2500,*,CD4+_T_Cells,SAMHD1,LRG_gene,FALSE,-0.079197418
chr19,12791952,12792452,501,*,CD4+_T_Cells,-0.176029417,0,chr19,12789496,12791995,2500,*,CD4+_T_Cells,JUNB,protein_coding,FALSE,0.164320852
chr14,80930966,80931466,501,*,CD4+_T_Cells,0.134741218,538082,chr14,81469549,81472048,2500,*,CD4+_T_Cells,SEL1L,protein_coding,FALSE,-0.042976602
chr11,61695930,61696430,501,*,CD4+_T_Cells,0.140155239,70070,chr11,61766501,61769000,2500,*,CD4+_T_Cells,TMEM258,protein_coding,FALSE,0.074296232
chr13,73984908,73985408,501,*,CD4+_T_Cells,0.148661819,244048,chr13,74229457,74231956,2500,*,CD4+_T_Cells,LINC00402,lincRNA,FALSE,0.158444044
chr5,140691120,140691620,501,*,CD4+_T_Cells,-0.139303002,5059,chr5,140696680,140699179,2500,*,CD4+_T_Cells,ZMAT2,protein_coding,FALSE,0.010188519
chr12,52032862,52033362,501,*,CD4+_T_Cells,-0.11860053,25422,chr12,52004940,52007439,2500,*,CD4+_T_Cells,GRASP,protein_coding,FALSE,0.028068097
chr5,14664183,14664683,501,*,CD4+_T_Cells,-0.118609179,0,chr5,14662664,14665163,2500,*,CD4+_T_Cells,OTULIN,protein_coding,FALSE,0.177168972
chr3,114214500,114215000,501,*,CD4+_T_Cells,0.159228966,59912,chr3,114274913,114277412,2500,*,CD4+_T_Cells,TIGIT,protein_coding,FALSE,0.14928369
chr2,168455949,168456449,501,*,CD4+_T_Cells,-0.187802079,0,chr2,168453862,168456361,2500,*,CD4+_T_Cells,CERS6,protein_coding,FALSE,-0.016640396
chr11,2442501,2443001,501,*,CD4+_T_Cells,0.226659357,41513,chr11,2398488,2400987,2500,*,CD4+_T_Cells,TSSC4,protein_coding,FALSE,0.054231158
chr12,93570049,93570549,501,*,CD4+_T_Cells,-0.170616137,163876,chr12,93403673,93406172,2500,*,CD4+_T_Cells,UBE2N,protein_coding,FALSE,0.070750474
chr3,17151604,17152104,501,*,CD4+_T_Cells,-0.125876789,3057,chr3,17155162,17157661,2500,*,CD4+_T_Cells,TBC1D5,protein_coding,FALSE,-0.004639902
chr1,147084210,147084710,501,*,CD4+_T_Cells,-0.1659426,1091275,chr1,145990435,145992934,2500,*,CD4+_T_Cells,TXNIP,protein_coding,FALSE,0.222761056
chr2,191193850,191194350,501,*,CD4+_T_Cells,0.200875808,163774,chr2,191027576,191030075,2500,*,CD4+_T_Cells,STAT4,protein_coding,FALSE,-0.220033499
chr6,135497506,135498006,501,*,CD4+_T_Cells,-0.117062833,536628,chr6,134958378,134960877,2500,*,CD4+_T_Cells,HBS1L,protein_coding,FALSE,-0.048584252
chr4,108072178,108072678,501,*,CD4+_T_Cells,0.191390984,24133,chr4,108045545,108048044,2500,*,CD4+_T_Cells,LEF1,protein_coding,FALSE,0.013675838
chr17,46194525,46195025,501,*,CD4+_T_Cells,0.125052401,449,chr17,46191576,46194075,2500,*,CD4+_T_Cells,KANSL1-AS1,antisense,FALSE,-0.055754871
